IRIS;REVDISMED;MEN_TOT_2019;MEN_1PERS_2019;FAM_TOT_2019;FAM_2ENF_2019;FAM_3ENF_2019;FAM_4ENFPLUS_2019;PART_FAM_2ENF_2019;ACCESS;logaccessstand;trv50stand;distancestand;CAH_4;immo_2017;immo_2018;immo_2019;immo_2020;immo_2021;immo_nb_annees;immo_moy;immo_ECTYPE;immo_ECTYPE/MOY;immo_qualite
385530108;20000;862,2308564;134,9446357;723,7414233;216,0142144;113,6809981;52,33884847;44,49053959;215;-1,284826442;0,692921691;1,325082924;1;3033;2684;2012;2279;2486;5;2498,8;388,9469115;0,155653478;oui
385540000;25720;701,6694875;141,0027404;555,4844459;152,0988119;22,82005539;17,68618961;27,65378326;1654;-0,517692798;1,986185834;1,236491135;1;2798;2433;2506;2712;3186;5;2727;296,3207721;0,108661816;oui
385550000;22620;482,5042882;119,3825043;358,1475129;84,5626072;24,87135506;4,974271012;23,95833333;71;-1,701405476;1,884086033;1,932235611;1;1828;2466;2183;2208;2585;5;2254;292,8899111;0,129942285;oui
385570000;27230;1915,406509;351,5268799;1541,690204;396,756781;108,8828566;9,643237722;27,21731596;1557;-0,540415901;0,999221093;0,520629692;1;3010;3029;3141;3369;4041;5;3318;428,6735355;0,129196364;oui
385580000;28710;743,9500275;163,6192081;570,268676;153,5103746;48,97081262;4,844517861;28,25032401;361;-1,089974416;0,965187827;0,329221636;1;2973;2747;3688;3123;3631;5;3232,4;412,7115215;0,127679595;oui
420360000;24550;202,6748954;45,81753238;156,8573631;33,08219033;13,29848925;0;22,88427458;22;-2,141927157;0,829054759;1,39627426;1;2286;1979;2171;2705;2831;5;2394,4;361,0080332;0,150771815;oui
420510000;25260;180,8773492;25,20851443;155,6688348;45,13323075;15,01348365;4,995235452;36,01443195;46;-1,864598762;1,237453962;1,299809661;1;1300;2472;2443;2521;2691;5;2285,4;559,1710829;0,244670991;oui
420530000;24320;644,5457228;111,3928666;527,6636808;115,5714228;29,54549178;9,667082841;24,22070443;2047;-0,437540149;0,760988225;1,204492903;2;2472;2309;2284;2806;3068;5;2587,8;339,7192959;0,131277261;oui
420560000;23210;1232,552359;367,5995856;864,7953961;214,5223118;54,41618363;9,777517453;22,61580232;785;-0,797904726;1,203420695;1,853381157;1;1808;2183;2408;2294;2286;5;2195,8;230,954974;0,105180332;oui
420640000;25130;312,8779841;80,74270557;237,1816976;45,41777188;15,13925729;0;19,04761905;80;-1,656532521;1,169387428;1,580781031;1;1826;2431;2915;2233;2450;5;2371;394,2860637;0,166295261;oui
420830000;25650;200,6407679;30,67782763;169,9629402;31,02004915;20,75664617;0;25,80567043;149;-1,42269815;1,305520496;0,750327768;1;2270;2679;2850;3440;2904;5;2828,6;422,6012305;0,149402966;oui
421230000;20530;1982,854238;622,8676969;1339,744843;220,9943696;115,2086252;49,96066984;19,67600108;1265;-0,618504399;0,795021492;1,452189848;2;1937;2368;2010;2510;2554;5;2275,8;285,5612018;0,125477284;oui
421670000;22750;150,2061856;33,91752577;111,443299;33,91752577;4,845360825;0;26,66666667;80;-1,656532521;1,237453962;1,540399279;1;2114;1446;2381;1929;2568;5;2087,6;434,2721497;0,208024597;oui
421860101;19740;939,738364;292,6414087;647,9999541;170,4761709;90,82033463;28,80764333;30,84110058;2718;-0,330939635;0,386622289;1,12759473;2;2179;2309;2221;2039;2333;5;2216,2;117,3251891;0,052939802;oui
421860102;20080;1130,286194;400,2545647;725,1558115;182,0405456;46,26281354;21,76386972;22,2200927;3810;-0,203956107;0,114356154;1,23938288;2;1461;2446;1974;1864;3529;5;2254,8;794,0142946;0,352144001;nope
421860103;15250;1711,896138;866,7650406;825,2007408;187,5273583;95,76731728;36,79167685;18,91801571;3660;-0,219058059;0,114356154;1,19259414;2;2400;2827;4020;2971;3980;5;3239,6;725,3497777;0,22390103;oui
421860105;15450;709,085621;215,1112769;482,5999678;90,66993662;52,51563187;33,16832401;25,27605709;2195;-0,411293648;0,114356154;1,322455359;2;1823;1760;1969;2134;2477;5;2032,6;287,254765;0,141323804;oui
421860106;20790;1701,406798;538,2379548;1143,265408;298,6154231;106,0743131;29,8891161;25,84466151;2522;-0,359080114;0,386622289;1,339842995;2;3425;1955;2385;2381;2709;5;2571;547,3828642;0,212906598;oui
422250000;23920;1481,905237;292,6433445;1168,927689;294,3530143;123,0273081;9,733829719;29,22294861;997;-0,708018369;0,48872209;1,271133168;2;1909;2132;2140;2566;2413;5;2232;258,4134284;0,115776626;oui
422420000;23910;745;150;590;120;60;10;25,67567568;1598;-0,530643236;0,420655556;0,989278798;2;1966;2680;2101;2583;2780;5;2422;364,5634376;0,150521651;oui
422590000;24510;1519,863805;325,0989041;1168,764203;253,4149814;74,60302735;19,3558401;23,25339231;503;-0,965254585;0,522755357;1,140064003;2;2214;2500;2446;3046;3349;5;2711;469,3143936;0,173114863;oui
422650000;25810;360;75;285;70;10;5;23,61111111;192;-1,327366729;0,48872209;1,600067988;1;1830;2554;2386;2807;3058;5;2527;465,505102;0,184212545;oui
423070000;24660;329,841115;67,90846485;261,9326501;87,31088337;9,701209264;4,850604632;30,88235294;149;-1,42269815;1,067287627;0,834164383;1;1367;2404;3324;1413;2868;5;2275,2;871,2345838;0,382926593;nope
423270000;23600;300;95;190;35;5;5;15,78947368;1795;-0,486933807;0,318555755;1,45175555;2;3164;1939;1861;1794;2998;5;2351,2;670,7590476;0,285283705;oui
690010000;23290;140,145513;21,11770551;119,0278075;25,58162646;10,12617157;0;25,4790876;24;-2,109211918;2,020219101;1,489610257;1;1947;1947;1453;2012;2128;4;1897,4;259,191628;0,136603578;oui
690030000;25080;1079,444326;327,2523523;737,5388834;180,7214483;48,84363467;19,53745387;23,39449541;4779;-0,118756412;-0,089843447;-0,276343092;3;3765;4003;3276;3779;4162;5;3797;334,8320475;0,088183315;oui
690040000;26330;270,8223237;75,71108109;195,1112426;49,86103157;29,77482406;0;29,40520358;131;-1,471106231;0,897121293;0,552088999;1;2190;2868;2923;3267;4537;5;3157;864,5614495;0,273855385;oui
690050000;24730;214,9664205;35,39510316;179,508439;34,73279359;9,86136837;4,838421725;23,00221913;962;-0,721454799;0,692921691;0,359408071;2;3054;2598;2851;3080;3630;5;3042,6;381,0994621;0,12525454;oui
690070000;25420;1155,654639;333,9552003;806,2825011;184,8067715;49,0888321;9,668994454;21,36086167;761;-0,809579291;0,692921691;1,013883927;2;2392;2567;2241;2989;3224;5;2682,6;412,2551394;0,153677455;oui
690080000;23190;249,8514024;45,54194123;204,3094612;46,13621276;20,62222991;5,179672297;28,79235989;36;-1,956761879;1,679886432;0,887642444;1;1767;1798;2358;2068;2785;5;2155,2;425,3442135;0,197357189;oui
690090000;23720;2891,40631;735,2327027;2097,592631;558,8523895;207,5078994;47,85572533;28,7421891;12141;0,231798625;-0,736475518;0,589669556;2;3014;3127;2944;3163;3475;5;3144,6;204,3949608;0,064998716;oui
690100000;22250;2759,297904;1016,908809;1685,28541;389,9053007;146,5542749;45,23111054;21,52660539;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
690100101;22250;1680,413868;714,1329006;944,9392064;195,0296805;61,5874885;18,1164354;16,55947341;2636;-0,34245754;-0,089843447;0,307079378;2;2293;2353;2897;2836;3775;5;2830,8;594,4419232;0,209990788;oui
690100102;22250;1078,884036;302,7759083;740,3462032;194,8756202;84,96678642;27,11467514;29,42676398;630;-0,880608525;-0,089843447;0,322251061;2;2453;2482;2982;2527;3207;5;2730,2;342,9558281;0,125615643;oui
690130000;24170;1495,237047;332,6074054;1157,371648;237,0407746;77,03777429;35,84480177;23,48511879;3604;-0,224855347;1,067287627;1,20046768;2;2301;2153;2588;2802;2562;5;2481,2;255,4578243;0,102957369;oui
690140000;22010;393,1213402;94,10306425;293,9179339;63,22862916;28,41546018;0;23,61833246;466;-0,993981779;2,088285634;1,081200279;1;1796;2077;4734;1876;3848;5;2866,2;1341,758995;0,468131671;nope
690170000;24850;293,4855629;59,6132888;233,8722741;56,68419258;15,58567127;0;24,62467425;997;-0,708018369;0,692921691;0,654295475;1;4426;1810;2823;3539;3318;5;3183,2;962,3849022;0,302332528;oui
690200000;26960;257,03978;51,99557815;193,8664896;52,65500157;15,17893356;4,894620569;29,58103963;66;-1,728862055;0,760988225;0,167444164;1;3604;2508;2486;2632;3280;5;2902;509,1365239;0,175443323;oui
690210000;23310;965;290;665;125;65;10;20,94240838;413;-1,03937784;1,645853165;0,516426903;1;2105;2200;2864;2415;3087;5;2534,2;425,5780774;0,167933895;oui
690220000;23480;228,6885246;60,98360656;167,704918;50,81967213;10,16393443;0;26,66666667;22;-2,141927157;1,611819898;0,556297881;1;2260;2169;2529;2427;2749;5;2426,8;228,3313382;0,094087415;oui
690240000;25040;1751,517136;516,0277114;1240,451229;233,2048311;84,3506836;4,961804918;18,36158192;844;-0,770657331;1,271487229;1,04563183;1;2780;2603;2756;3081;3362;5;2916,4;303,3995715;0,104032222;oui
690260000;24700;186,511792;31,99026805;160,1629307;42,81643552;16,92422036;5,94640262;34,18473328;80;-1,656532521;1,203420695;0,679217844;1;2031;2361;2161;3183;2410;5;2429,2;448,2546151;0,18452767;oui
690270102;25320;1890,095663;606,5004939;1267,284092;264,1621536;114,8959929;40,40145612;22,38568968;10105;0,162783083;0,114356154;-0,450235158;3;3245;3630;3780;5694;4540;5;4177,8;969,3421481;0,232022152;oui
690270103;16410;549,6599963;202,7519358;346,2108659;69,02166595;53,58438504;16,0039071;25,24942631;8214;0,08488199;0,590821891;-0,333526763;3;3634;3634;3557;3750;3401;4;3595,2;128,595101;0,035768553;oui
690270104;23740;1714,246136;634,3606645;1053,688685;197,4248961;39,61429741;35,50889723;16,14574188;5466;-0,068255287;0,590821891;-0,309251902;3;3416;3521;3333;3714;4126;5;3622;315,6889292;0,087158733;oui
690270105;32460;904,7503506;174,0000109;715,0191354;170,1843965;57,37957438;23,95747946;28,29201727;1350;-0,594052967;0,590821891;-0,323176103;2;2921;3584;3456;4053;4204;5;3643,6;510,5274723;0,140116224;oui
690280000;28110;2552,053699;580,13838;1918,188412;496,7300623;186,9734296;39,23889506;28,93706257;1118;-0,664950485;0,590821891;-0,327996963;2;3818;3245;3645;3842;4400;5;3790;416,4246631;0,109874581;oui
690290101;19550;524,0596439;196,2790999;323,1406653;75,91061237;30,59714911;13,01288466;23,01041549;88641;0,979265274;-1,042774921;-0,808945485;4;4402;3996;3868;3896;3833;5;3999;233,3152374;0,058343395;oui
690290102;22840;1222,334509;411,6506881;778,6167699;176,7051345;59,64567918;20,1089726;21,5463999;61456;0,841550987;-0,634375718;-0,749790576;3;2719;3366;2720;2886;3372;5;3012,6;332,3790005;0,110329616;oui
690290103;28480;805,1378347;270,5134642;513,9191779;126,6632019;27,93382179;2,267880654;19,99724334;60842;0,837775642;-0,566309184;-0,754314821;3;3430;2938;3859;3642;3674;5;3508,6;353,4456111;0,100736935;oui
690290104;27940;1042,708183;450,0285955;567,9008196;160,7859733;26,92670919;7,808525027;19,20773726;69725;0,889014765;-0,566309184;-0,720414275;3;4146;3465;3661;3715;4045;5;3806,4;282,0936015;0,074110341;oui
690290201;20450;916,745448;395,1721998;521,2240954;131,5986671;36,01930882;31,74406866;21,75500333;52533;0,782566007;-0,634375718;-0,693146407;3;2057;2003;2162;2263;2375;5;2172;151,142317;0,069586702;oui
690290202;15030;968,3047495;473,8716537;479,4251065;103,2207873;47,05720962;44,03703385;20,38347752;67919;0,879147668;-0,634375718;-0,714376967;3;2107;2085;3393;2977;3278;5;2768;632,0237337;0,228332274;oui
690290203;15790;518,3568349;143,0765814;370,8388853;43,51158679;84,69554126;37,82444159;32,30717509;58831;0,825138152;-0,634375718;-0,693422671;3;3128;2662;2731;2509;2800;5;2766;229,2869381;0,082894772;oui
690290204;17650;864,921098;290,2916056;551,8841407;95,83023357;57,21343438;53,20760941;24,49028938;24582;0,497030495;-0,225976515;-0,674472416;3;2565;2369;2311;2558;2643;5;2489,2;141,7187355;0,056933447;oui
690290205;19260;1223,971675;458,2829797;748,293564;163,2445938;89,33151948;42,7628873;24,47743594;52368;0,781383215;-0,634375718;-0,635407664;3;2354;4184;3217;3288;3926;5;3393,8;712,6164466;0,20997597;oui
690290301;23610;3260,984643;1444,338818;1746,712115;362,2598227;178,6997361;27,68320198;17,81992117;77607;0,929282596;-0,566309184;-0,612701646;3;3078;3118;3266;3297;3883;5;3328,4;323,8167692;0,097289019;oui
690290401;25130;1204,943874;602,9376043;546,8422509;86,10517369;45,15331945;5,082249174;11,8579867;88482;0,978590239;-0,770508785;-0,711105501;4;3296;3239;4269;3874;3717;5;3679;426,5729715;0,115948076;oui
690290402;24080;1773,225641;724,5497442;1000,407769;221,6402122;97,49428701;40,78026205;20,86513775;86538;0,970237469;-0,770508785;-0,707111318;4;3336;3536;3602;4241;3973;5;3737,6;363,709087;0,097310864;oui
690290501;14570;1009,806216;417,9324109;595,6839609;134,2910532;58,79255424;60,41369186;25,00919543;48020;0,748793274;-0,532275917;-0,761098539;3;2605;2605;3044;2438;3656;4;2869,6;493,7472025;0,172061333;oui
690290502;12990;1157,761825;506,9516146;644,2652847;143,1534953;91,24406269;59,36908753;25,51792331;35709;0,637420034;-0,362109583;-0,713501175;3;0;0;0;0;0;0;0;0;#DIV/0!;nope
690290601;26380;965,0029975;511,8236185;423,3917271;75,49338982;27,67237971;2,333333658;11,28072841;175442;1,235957585;-0,974708387;-0,803779824;4;3066;3652;4177;4125;5287;5;4061,4;818,2195916;0,201462449;oui
690290602;22710;835,0842812;330,181268;468,4731667;83,60156052;35,20299119;5,45488424;15,55859838;70722;0,894352956;-0,668408985;-0,816777852;3;2267;2407;2992;3157;2966;5;2757,8;394,1772444;0,142931773;oui
690300000;22840;330,8392217;79,55953729;251,2796844;65,63560254;25,37382442;5,107487938;29,05245466;123;-1,494798354;1,952152567;0,850179837;1;1649;2194;1578;1877;3073;5;2074,2;607,8344347;0,293045239;oui
690310000;23810;525;130;395;120;30;5;29,52380952;163;-1,388932958;2,054252367;0,718488058;1;2309;2215;1874;2342;2826;5;2313,2;341,4494106;0,147609118;oui
690320000;25540;768,0821543;208,641736;549,0609964;147,1205552;47,38086785;9,333538374;26,90170599;454;-1,003790719;0,726954958;0,567546111;1;2919;2241;4123;2730;3531;5;3108,8;731,342054;0,235248988;oui
690330000;32200;1075;170;895;255;65;5;30,51643192;1260;-0,619993462;0,284522489;-0,282600546;2;2985;3801;4073;4151;4775;5;3957;649,8722951;0,164233585;oui
690340101;25740;1270,09969;533,6286986;717,4449067;155,6327774;55,8718851;52,19723668;21,07804833;18218;0,384382837;-0,362109583;-0,961387627;3;3759;3980;4158;4167;4719;5;4156,6;355,5549184;0,085539845;oui
690340102;23210;973,165456;333,0068279;628,5377043;145,1504202;43,65977204;34,57528425;23,23194289;26678;0,527795638;-0,362109583;-0,917364304;3;3353;3393;3484;3959;4371;5;3712;440,9977324;0,118803268;oui
690340103;28040;1065,098735;482,3435147;570,04094;88,5567549;57,09618143;9,798163126;14,77132228;37381;0,654625171;-0,566309184;-0,954874165;3;3149;4000;4716;4268;4583;5;4143,2;621,6990429;0,150052868;oui
690340104;26040;1331,853124;663,2349903;641,3600443;143,1646214;37,58953438;3,293978016;14,10768315;67557;0,877138338;-0,702442252;-0,998570887;4;4213;4047;4324;5121;4757;5;4492,4;438,7354556;0,097661708;oui
690340105;25310;798,7869756;351,5313856;427,5058644;86,47211927;17,83563383;10,71343214;14,76452958;46116;0,733581688;-0,566309184;-0,940951145;3;3483;3462;3963;4093;3967;5;3793,6;297,8402256;0,078511236;oui
690340201;24680;1442,186981;616,8143908;811,3027587;172,6196661;45,59698149;37,95220391;17,93752366;46116;0,733581688;-0,566309184;-0,864723955;3;3804;3811;4126;4417;4765;5;4184,6;411,928756;0,098439219;oui
690340301;28360;1131,642172;472,5624819;650,7892598;143,3577354;36,87681256;8,961437581;16,8420966;26164;0,520480853;-0,566309184;-0,815716526;3;3821;4618;3982;4926;4987;5;4466,8;537,6855029;0,120373758;oui
690340302;26530;837,5134863;400,6955859;419,6858906;71,13570389;9,613882986;3,136132587;10,22520887;42928;0,706647533;-0,702442252;-0,809998409;3;2764;4127;3770;3711;4200;5;3714,4;572,8021473;0,154211218;oui
690340303;28910;925,5293942;309,8423037;609,9045146;144,8095264;49,14084681;4,393060964;21,56500357;26164;0,520480853;-0,566309184;-0,734256358;3;3723;3832;4026;4312;4976;5;4173,8;501,1279278;0,120065151;oui
690340401;26820;1447,644905;650,1379506;770,0281632;120,472682;19,87875204;16,76642462;11,06334373;21278;0,442760081;-0,532275917;-0,962885462;3;3113;3520;3898;4726;4588;5;3969;688,4017722;0,173444639;oui
690340402;25710;1073,486381;481,6079091;591,8784721;149,0340735;24,62735921;7,202806485;16,8483031;63231;0,852256576;-0,702442252;-0,999256372;4;3475;3524;3685;3939;4324;5;3789,4;349,4142241;0,092208324;oui
690340403;25670;861,3736444;313,2000688;512,7193945;119,7858023;19,76443199;0;16,89634892;77859;0,9305015;-0,906641853;-1,020624654;4;3711;3720;4942;5192;4174;5;4347,8;688,4040964;0,158333892;oui
690340501;17860;1037,499954;399,9331913;628,8940704;139,2724049;50,43694455;21,72467345;20,55097398;30097;0,573134626;-0,566309184;-0,915486511;3;2514;2969;2935;3646;3517;5;3116,2;463,2695759;0,148664905;oui
690340502;27010;1276,591789;491,9521706;765,5289028;144,0638484;50,63700893;6,272393938;15,98220884;25844;0,515853961;-0,566309184;-0,904715558;3;2471;2700;2699;3207;3526;5;2920,6;432,5636369;0,148107799;oui
690340503;32640;955,8244136;460,770868;467,4309151;124,9009634;11,79383929;0;14,72684121;126069;1,11170138;-0,906641853;-0,888399927;4;3270;3375;3238;4258;4706;5;3769,4;671,4326474;0,178127195;oui
690340601;26180;826,6674937;250,9627203;565,0454229;97,01338911;75,71218303;36,67265255;25,66129106;150831;1,179127555;-0,906641853;-0,838608269;4;3268;3848;4268;4038;4984;5;4081,2;625,9961661;0,15338532;oui
690340602;34110;1040,7889;299,8176335;744,0614377;183,8947628;57,27374797;14,93721154;24,53404129;153242;1,185090111;-0,906641853;-0,848199429;4;5092;5190;5255;5518;5576;5;5326,2;210,7467675;0,039567941;oui
690340801;18460;1720,667689;807,3143225;858,1213174;177,1672184;104,0142311;41,4428229;19,37176464;163523;1,209505002;-0,906641853;-0,971675384;4;3054;3529;3611;4517;4053;5;3752,8;555,1208877;0,147921788;oui
690370000;21870;361,3012048;130,4698795;230,8313253;50,18072289;20,07228916;5,018072289;20,83333333;224;-1,269407914;1,952152567;1,815186883;1;2023;2197;1533;2083;2033;5;1973,8;255,9163926;0,129656699;oui
690390000;22600;293,481247;90,11703525;193,2730867;61,37618581;10,32916443;5,204876113;27,13934622;756;-0,812057797;1,952152567;1,645282861;1;2358;1858;2089;2824;2416;5;2309;364,3061899;0,157776609;oui
690400000;26020;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
690400101;26020;1473,201375;594,0466433;858,3348491;129,9442271;93,47736313;15,56132119;16,454555;55395;0,802511344;-0,736475518;-0,817728537;4;3933;3552;4022;3804;4726;5;4007,4;439,0031891;0,109548133;oui
690400101;26020;1473,201375;594,0466433;858,3348491;129,9442271;93,47736313;15,56132119;16,454555;55395;0,802511344;-0,736475518;-0,817728537;4;3933;3552;4022;3804;4726;5;4007,4;439,0031891;0,109548133;oui
690400102;26020;1165,928014;422,0857729;733,420383;145,5150491;77,89224411;15,5565686;20,68044905;15346;0,319880106;0,012256353;-0,757556079;3;3429;3588;4253;4640;4589;5;4099,8;562,6976986;0,137250036;oui
690400102;26020;1165,928014;422,0857729;733,420383;145,5150491;77,89224411;15,5565686;20,68044905;15346;0,319880106;0,012256353;-0,757556079;3;3429;3588;4253;4640;4589;5;4099,8;562,6976986;0,137250036;oui
690400103;26020;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
690420000;23800;215,914153;51,13987238;164,7742807;39,58502324;24,47960849;0;29,67134429;25;-2,093863336;2,088285634;1,057012297;1;1354;2349;1891;2770;2301;5;2133;535,2695583;0,250946816;oui
690430000;30080;3522,629951;841,9398052;2654,824914;578,8376626;219,0535773;49,06804963;24,22122612;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
690430101;30080;1275,511031;426,1670619;849,1780357;186,3554043;54,74956712;29,39802971;21,21018081;4051;-0,180895039;0,114356154;-0,530795549;3;3524;3693;3741;4255;4740;5;3990,6;500,0222995;0,12530003;oui
690430102;30080;1245,317098;192,2948938;1047,76975;236,6293215;99,66534121;14,75251495;28,30878048;14156;0,289531745;0,114356154;-0,65898676;3;3721;3742;3900;4608;4684;5;4131;475,9516782;0,11521464;oui
690430103;30080;1001,801823;223,4778495;757,8771284;155,8529368;64,63866894;4,917504982;22,96917178;5492;-0,066471073;-0,05581018;-0,61853846;3;3157;5045;3509;4121;4864;5;4139,2;822,8014341;0,19878272;oui
690440000;35440;2265;720;1530;300;115;15;19,11111111;1705;-0,506274599;0,012256353;-0,644539388;3;4159;4684;4508;5036;5200;5;4717,4;415,687142;0,088117849;oui
690460000;31820;1795;390;1400;275;90;25;21,7877095;516;-0,95566065;0,114356154;-0,276888363;2;3633;3961;4094;3732;4661;5;4016,2;403,8807992;0,10056292;oui
690470000;30090;397,1203325;98,0647062;303,8263411;78,13986585;14,3121443;0;23,00424724;209;-1,295468323;0,829054759;0,324213226;1;3290;3132;3392;3849;3325;5;3397,6;269,8078946;0,079411318;oui
690490000;30670;1093,661196;278,4709007;809,9335923;184,0386462;74,12464652;9,834127965;24,62296163;433;-1,021597314;0,352589022;-0,142475066;2;3574;3468;3737;3890;4124;5;3758,6;259,6994417;0,069094727;oui
690500000;26950;879,9329631;260,4728129;619,0632836;152,9777664;39,02780048;4,822886655;22,37866692;459;-0,999672517;0,726954958;0,327022379;1;2728;2882;3023;3124;3694;5;3090,2;369,042274;0,119423427;oui
690510000;25080;448,5;92,625;351;97,5;34,125;0;29,67032967;58;-1,777444123;1,611819898;0,385675867;1;3246;2285;3936;3107;5333;5;3581,4;1141,495204;0,318728766;oui
690520000;29580;1705;470;1225;315;85;15;24,48377581;815;-0,783803521;0,692921691;0,047376755;2;2991;3273;3176;3992;4697;5;3625,8;709,1069736;0,195572556;oui
690550000;26050;575,6965794;150,906492;419,7856817;118,1706718;38,50215852;9,439443204;29,10715814;350;-1,101609293;0,48872209;0,083855407;2;3086;2671;3651;3111;4003;5;3304,4;523,0848879;0,158299506;oui
690560000;25530;781,1945592;172,0510872;583,6450489;164,583247;51,70684858;10,40447084;29,99811108;280;-1,185508604;1,135354161;0,543961784;1;2456;2634;2775;2937;3151;5;2790,6;268,3492128;0,096161834;oui
690570000;25880;235;60;175;45;10;5;25,53191489;55;-1,797412783;1,101320894;0,26385021;1;2283;2241;2730;1661;2936;5;2370,2;494,177802;0,208496246;oui
690590000;27050;612,6116798;150,4196003;467,2217846;105,883088;54,86533804;4,877290417;26,81583852;1964;-0,453103083;0,692921691;-0,082113132;2;2713;2710;5492;4376;4191;5;3896,4;1190,664226;0,305580594;oui
690610000;27400;495,412844;128,8073394;366,6055046;89,17431193;24,7706422;9,908256881;25;76;-1,675818187;1,47568683;1,215761057;1;2754;2454;2967;2642;3037;5;2770,8;238,007773;0,085898575;oui
690620000;21460;305;70;230;55;25;5;28,33333333;281;-1,184168181;1,407620296;1,354301796;1;2144;2336;2621;2679;1907;5;2337,4;323,9479897;0,138593304;oui
690630000;33490;1784,631957;504,3525097;1275,429904;315,2203185;96,99086724;19,39817345;24,2506812;1031;-0,695410093;0,012256353;-0,693427684;3;3882;4016;4028;4864;5211;5;4400,2;597,323363;0,135749139;oui
690640000;22410;1765;700;1055;195;65;15;15,66951567;1795;-0,486933807;0,420655556;1,304734894;2;2177;2201;2315;2648;2864;5;2441;302,0554585;0,123742507;oui
690670000;21360;491,1945344;133,1907882;352,8855061;76,6393064;20,41926429;5,100349223;21,01705455;150;-1,420183171;1,747952965;0,354593957;1;2026;2647;2202;2258;2778;5;2382,2;316,8409696;0,133003513;oui
690680000;26170;995,8433661;310,8682305;675,0012738;152,9568374;39,22619745;9,78667973;20,48645522;4841;-0,113909929;-0,089843447;-0,439069243;3;2938;3586;4186;4097;4139;5;3789,2;533,9435363;0,140911944;oui
690690101;28320;1304,414111;322,166158;975,7106441;225,6005336;75,5873358;10,09053456;23,98366343;9510;0,139965693;-0,362109583;-0,490864666;3;3419;3766;3777;3935;4645;5;3908,4;452,8639972;0,115869409;oui
690690102;23090;2135,781034;927,3958796;1184,060744;226,8477214;81,59403523;13,99296831;15,27072455;10499;0,177164499;-0,362109583;-0,548709293;3;4343;3847;3724;4162;4137;5;4042,6;251,5815971;0,062232622;oui
690690103;27090;1517,867925;360,1284667;1126,097862;258,4218518;76,64112078;25,9354644;24,28960044;9788;0,150799138;-0,362109583;-0,659662273;3;3296;4162;4159;4325;4514;5;4091,2;467,8073321;0,114344772;oui
690710000;31280;468,8071066;109,7208122;364,0736041;79,79695431;29,92385787;9,974619289;25,26315789;1139;-0,657953607;-0,089843447;-0,258081114;3;3435;3755;3566;3464;4631;5;3770,2;497,2481272;0,131889058;oui
690720000;31380;3390,017923;881,10598;2488,999944;567,4919871;243,9219945;64,71399853;25,99704579;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
690720104;31380;1154,895974;323,5699927;831,3259811;214,0539951;74,66999831;14,93399966;26,29310345;14358;0,294859013;0,012256353;-0,563639481;3;3753;3606;3441;4423;4855;5;4015,6;599,471267;0,149285603;oui
690720105;31380;1120,049975;328,5479925;781,5459823;154,3179965;79,64799819;29,86799932;23,76681614;11135;0,199277593;0,012256353;-0,569582588;3;3152;4022;3226;4744;4257;5;3880,2;683,097504;0,176046983;oui
690720106;31380;1115,071975;228,9879948;876,1279801;199,1199955;89,60399797;19,91199955;27,92792793;8603;0,10227932;0,352589022;-0,486046823;3;4350;4038;4674;5078;5304;5;4688,8;516,839627;0,11022855;oui
690740000;26010;632,6530612;138,3928571;494,2602041;93,90943878;39,54081633;9,885204082;22,65625;297;-1,163346914;1,135354161;1,230458908;1;2646;2817;3268;3243;2733;5;2941,4;293,1711104;0,099670603;oui
690750000;22030;67,44623656;15,56451613;51,88172043;10,37634409;5,188172043;5,188172043;30,76923077;122;-1,497867661;2,122318901;1,683715196;1;1192;1385;1697;2541;2159;5;1794,8;554,6000361;0,309003809;oui
690760000;33680;1048,826803;267,7650583;775,8596853;162,4178079;47,68147348;9,130878879;21,00660813;557;-0,926913177;0,658888424;-0,210392258;2;3822;3693;3839;4068;4752;5;4034,8;423,0622886;0,104853348;oui
690780000;22700;306,6115213;68,57938812;238,0321332;71,73585272;26,08471551;5,299729855;33,63223197;175;-1,362224356;1,952152567;0,845017216;1;2222;2305;2694;2321;2939;5;2496,2;307,2599876;0,123091094;oui
690800000;25440;701,0029344;121,2458002;579,8059282;156,8514255;49,17764608;5,513367784;30,17501145;171;-1,370918109;1,101320894;0,715215352;1;2713;3070;2564;2763;3051;5;2832,2;220,9925338;0,078028576;oui
690810101;15190;685,4609364;200,6518971;474,2542705;94,84038325;93,69023833;40,99114293;34,00795185;12289;0,236354246;-0,736475518;-0,815572054;3;0;0;0;0;0;0;0;0;#DIV/0!;nope
